EIN,m1,m2,m3,m4,m5
951803684,R,2,B,B2,B20
330399717,R,5,L,L2,L21
951644057,R,5,P,P2,P27
956126109,R,5,J,J4,J40
770387124,R,3,C,C3,C30
951643982,R,5,O,O4,O41
954399127,R,4,F,F2,F21
753012758,R,5,P,P5,P51
237228407,R,3,C,C3,C30
593810480,R,2,B,B2,B29
952283284,R,1,A,A3,A30
953374648,R,5,P,P8,P82
223914738,R,4,E,E3,E32
251637874,R,5,P,P3,P30
953954352,R,4,H,H9,H99
953873222,R,9,Y,Y2,Y20
271350279,R,10,Z,Z9,Z99
951816017,R,12,E,E2,E22
954300662,R,6,Q,Q3,Q33
952540759,R,1,A,A2,A26
330338762,R,5,P,P2,P24
952076046,R,1,A,A6,A69
330383691,R,5,P,P3,P30
954531076,R,5,L,L2,L21
201819852,R,1,A,A6,A63
953901768,R,4,H,H8,H83
954444102,R,7,S,S2,S20
951642394,R,11,B,B4,B43
272815356,R,4,F,F3,F30
953026060,R,5,P,P8,P80
200672173,R,2,B,B2,B20
223902958,R,2,B,B2,B21
237334271,R,5,P,P3,P32
952401932,R,2,B,B2,B25
272318836,R,4,F,F3,F30
330448064,R,5,P,P2,P24
951641426,R,5,P,P8,P86
954576761,R,1,A,A6,A60
330283773,R,4,E,E3,E32
951991018,R,4,G,G4,G41
953941342,R,4,F,F3,F30
953411462,R,2,B,B2,B20
954288926,S,5,L,L0,L12
954597000,R,5,K,K3,K30
952838006,R,4,F,F2,F20
952211661,R,1,A,A3,A32
270600887,R,4,E,E3,E32
272824791,R,2,B,B2,B29
954349860,S,4,G,G0,G19
364745007,R,7,V,V3,V30
753046480,R,12,E,E2,E21
141938760,R,5,P,P2,P20
954298811,R,7,S,S2,S21
330450141,R,5,P,P2,P24
953881333,R,4,E,E3,E32
952211661,R,1,A,A3,A32
952219917,R,5,J,J3,J30
952988883,R,2,B,B9,B99
951647832,R,4,F,F3,F30
956205446,S,5,M,M2,M24
274028000,R,8,X,X2,X21
954548826,R,1,A,A6,A65
954282097,R,5,P,P2,P20
237429117,R,12,E,E2,E22
942864490,R,5,L,L9,L99
941612823,R,5,P,P4,P40
942237120,R,4,E,E3,E32
271376321,S,4,E,E0,E11
811768753,R,5,J,J3,J30
943226340,R,2,B,B2,B21
870572187,R,3,D,D3,D30
680386802,R,5,L,L2,L22
942689383,R,5,K,K2,K20
942675517,R,5,P,P6,P60
201931523,R,5,P,P7,P73
680181572,R,5,L,L2,L20
911930327,R,5,O,O5,O50
680486556,R,5,L,L2,L20
941196195,R,5,P,P8,P86
942460193,R,1,A,A6,A62
510192320,R,5,P,P8,P81
941156562,R,3,D,D2,D20
463006107,R,11,B,B4,B41
680101012,R,5,O,O4,O40
680038012,R,3,C,C3,C30
942890791,S,5,P,P7,P74
680362018,R,5,L,L2,L21
941156461,R,5,P,P7,P75
680172541,R,4,E,E3,E30
680418058,R,5,L,L2,L20
680070136,R,5,P,P3,P33
274102086,R,7,T,T3,T31
942832606,R,5,L,L2,L22
943359599,R,2,B,B2,B28
943272520,R,2,B,B8,B80
680360646,R,5,L,L2,L20
237115368,S,3,C,C3,C30
680174526,R,5,L,L2,L21
680333463,R,5,L,L2,L20
680362733,R,5,L,L2,L22
680381750,R,5,L,L2,L21
311789655,R,2,B,B8,B80
942832648,R,5,P,P2,P28
770272319,R,4,F,F3,F32
680108919,R,12,E,E2,E22
942536128,R,4,E,E3,E30
680262003,R,4,E,E3,E30
680463485,R,5,P,P4,P40
942347424,R,4,E,E3,E32
942897317,R,5,P,P8,P80
942319894,R,5,L,L2,L20
941671958,R,5,P,P2,P20
680353653,R,5,L,L2,L20
680041554,S,4,E,E9,E91
941639901,R,12,E,E2,E22
942581331,R,5,J,J2,J20
942183288,R,7,S,S2,S20
941719656,R,4,E,E3,E32
941665831,R,5,P,P8,P84
680008034,R,12,E,E2,E22
942578204,R,5,P,P2,P28
770297577,R,4,F,F2,F22
770489965,R,2,B,B2,B29
941347838,R,5,N,N5,N52
942473415,R,3,C,C3,C34
941434628,R,1,A,A6,A68
320268455,R,1,A,A5,A50
911961943,R,1,A,A3,A32
941218745,R,2,B,B2,B20
800495216,R,2,B,B2,B29
208580107,R,5,P,P8,P82
941534563,R,1,A,A5,A51
770270228,R,5,K,K3,K31
942641137,S,4,E,E0,E11
770544185,R,2,B,B2,B29
941322169,R,7,T,T7,T70
770006320,R,1,A,A7,A70
941225368,R,5,P,P7,P75
770431413,R,7,W,W3,W30
200252395,R,5,K,K2,K28
770064507,R,5,K,K3,K36
941502014,R,12,E,E2,E20
942227904,R,2,B,B8,B82
770257681,S,2,B,B7,B70
770411485,R,3,C,C3,C34
237221695,R,4,E,E3,E32
942524785,S,5,P,P0,P19
941719894,R,5,P,P8,P82
465770233,R,2,B,B9,B90
941243669,R,12,E,E2,E22
237003565,S,2,B,B0,B11
942322399,R,5,I,I7,I72
941714519,R,1,A,A6,A6E
753149095,R,5,P,P4,P40
680442009,R,5,P,P2,P20
680383595,R,5,L,L2,L20
942570239,R,5,P,P3,P30
943330846,R,1,A,A2,A20
900396681,R,2,B,B2,B29
951644018,R,5,J,J3,J32
953619259,R,7,T,T2,T20
330944424,R,1,A,A2,A23
900176361,S,7,S,S0,S02
953731523,R,4,G,G9,G98
330035445,R,5,P,P8,P81
953626580,R,4,F,F2,F22
952860752,R,4,F,F3,F30
330733191,S,2,B,B2,B20
330157868,R,1,A,A6,A61
270456887,S,2,B,B0,B03
203781495,R,5,N,N6,N62
956002998,R,11,B,B4,B43
953119548,R,5,P,P8,P82
951709299,R,5,P,P2,P27
330147739,R,8,X,X9,X90
330150193,R,5,P,P4,P47
330943980,R,5,J,J3,J32
941196188,R,4,E,E9,E91
952704522,R,5,J,J2,J20
951509841,R,1,A,A6,A65
953854831,R,5,P,P8,P84
951992702,R,5,O,O3,O31
330616121,S,5,L,L5,L50
330071782,R,5,L,L4,L41
330660845,R,6,Q,Q2,Q22
330576900,R,7,T,T9,T99
953616628,S,5,I,I7,I72
204088652,S,5,I,I0,I05
330047994,R,7,T,T7,T70
953130152,R,5,L,L8,L80
271276227,R,7,V,V2,V22
330563781,R,5,J,J2,J22
952798775,R,11,B,B4,B43
800670293,S,2,B,B0,B03
261993629,S,7,T,T0,T12
953313707,R,5,P,P8,P80
941227739,S,9,Y,Y0,Y02
952771715,R,5,K,K3,K34
593816355,R,2,B,B3,B30
953167866,R,5,I,I2,I20
237326171,S,2,B,B4,B40
204039860,R,2,B,B9,B99
330244625,S,1,A,A5,A52
956154473,R,4,E,E5,E50
330438086,R,7,S,S2,S21
271692866,R,8,X,X8,X84
330741689,R,5,L,L5,L50
953538772,R,11,B,B4,B43
330861387,R,7,S,S2,S20
330912707,R,2,B,B2,B25
432092827,R,7,S,S2,S20
952934041,R,5,P,P8,P88
952972669,R,5,J,J3,J33
951856340,R,4,G,G2,G20
330936136,R,1,A,A4,A40
330120257,R,2,B,B2,B28
330834635,R,7,S,S2,S20
952874089,R,5,P,P8,P81
330905269,R,2,B,B9,B90
201485148,R,2,B,B9,B99
953463975,R,5,P,P7,P71
951863666,R,5,P,P8,P82
953941826,R,3,C,C6,C60
330380021,R,5,N,N2,N20
912172681,S,5,I,I0,I03
841414803,R,5,P,P3,P32
237241877,S,2,B,B0,B11
352252834,R,2,B,B7,B70
942583156,R,4,E,E3,E30
941567871,R,5,P,P8,P82
275551434,R,7,S,S2,S20
680430154,R,5,P,P8,P81
462399959,R,2,B,B2,B29
941690631,R,1,A,A9,A99
680179770,R,4,G,G8,G81
260772414,R,2,B,B9,B90
680449687,R,3,C,C3,C34
952477294,R,12,E,E2,E22
952549152,R,5,P,P4,P40
951866045,R,5,N,N2,N20
330056551,R,12,E,E2,E21
264437263,R,1,A,A2,A20
200909475,R,11,B,B4,B43
952411667,R,3,C,C6,C60
460495604,R,3,C,C3,C32
952783993,R,7,T,T7,T70
951809576,R,1,A,A5,A50
951907771,R,5,P,P8,P82
953382683,S,4,E,E0,E19
751006381,R,4,F,F2,F20
951801279,R,1,A,A2,A25
952755884,R,5,N,N2,N20
263312826,R,4,E,E3,E32
952287250,R,7,T,T4,T40
953699116,R,5,P,P7,P73
952706737,R,4,E,E8,E86
952834871,R,1,A,A6,A61
954106359,R,4,F,F5,F54
460495604,R,3,C,C3,C32
951861861,R,5,P,P8,P82
951641973,R,4,E,E9,E92
911962947,R,5,I,I2,I20
300796418,S,4,E,E3,E32
680029756,S,2,B,B7,B70
942609766,R,5,P,P8,P82
943211918,R,7,R,R2,R23
942608741,R,1,A,A8,A80
680452992,R,2,B,B2,B29
943207140,S,2,B,B4,B41
943093354,R,5,L,L2,L20
943015670,S,1,A,A7,A70
237047085,S,1,A,A6,A69
942419885,S,3,C,C2,C20
680314970,R,4,F,F3,F31
942529049,R,2,B,B2,B21
941384666,R,4,G,G4,G41
941677011,R,5,J,J3,J30
237182685,R,4,E,E7,E70
202539559,S,3,C,C3,C32
680377256,R,12,E,E2,E21
680452992,R,2,B,B2,B29
237627152,R,5,O,O4,O41
942796280,R,2,B,B2,B24
941677011,R,5,J,J3,J30
941498697,S,4,E,E7,E70
900138904,R,3,C,C3,C36
237052541,R,4,E,E3,E30
942902791,R,1,A,A5,A50
942259357,R,4,E,E4,E40
942777955,R,4,F,F3,F30
371561859,R,7,S,S4,S41
911775619,R,5,L,L2,L20
237197715,S,3,C,C2,C20
942450780,S,5,I,I6,I60
941686314,R,5,P,P2,P22
260382616,R,7,T,T3,T30
942197343,R,5,I,I8,I80
271453421,R,7,S,S9,S99
680147404,R,4,F,F5,F50
942788906,S,4,E,E2,E20
951683870,R,2,B,B9,B94
270419836,R,4,E,E6,E60
942247019,R,5,I,I5,I50
237348227,R,5,P,P3,P30
371417129,R,7,S,S2,S20
942698626,S,1,A,A5,A50
942716339,R,2,B,B8,B82
680150774,R,5,P,P7,P75
870746410,R,5,L,L2,L21
942897957,R,5,P,P8,P81
942861667,R,3,D,D5,D50
942506591,R,7,T,T2,T22
680043298,R,5,J,J2,J22
941713704,R,4,F,F2,F22
942364946,S,5,P,P3,P30
680117367,R,5,I,I8,I80
942891517,R,7,T,T3,T31
942359640,R,5,P,P3,P33
800472668,R,5,L,L2,L21
770306871,R,5,K,K3,K31
770377245,S,5,O,O0,O01
770031979,R,5,L,L4,L40
942357401,R,2,B,B2,B28
330565591,S,4,E,E7,E70
202834636,R,11,B,B4,B43
593728338,R,5,L,L2,L21
951655614,R,5,P,P4,P40
330702994,R,5,L,L2,L21
330536599,R,4,G,G3,G30
953858272,S,4,E,E2,E20
311811615,R,5,L,L5,L50
951647813,R,5,P,P3,P30
202972383,R,7,W,W7,W70
260817715,R,2,B,B2,B29
330104548,R,8,X,X8,X80
953639912,R,5,I,I5,I51
562490312,R,2,B,B2,B29
952878145,R,4,F,F2,F22
952116809,R,5,P,P7,P73
952465264,R,5,J,J3,J30
956095688,R,1,A,A5,A54
953213342,S,4,H,H0,H12
953639912,R,5,I,I5,I51
951946482,R,4,F,F3,F32
237197052,R,4,E,E7,E70
330852933,R,5,L,L2,L20
141886373,R,1,A,A6,A61
330965545,R,5,N,N6,N67
951696715,R,1,A,A5,A51
956037070,R,1,A,A5,A51
237172306,R,11,B,B4,B43
953649525,R,7,W,W3,W30
951728991,R,1,A,A8,A82
352358696,R,11,B,B4,B43
953302967,R,4,F,F3,F30
952213995,R,7,T,T7,T70
953646269,R,5,P,P7,P74
951696732,R,4,E,E6,E61
330957370,R,2,B,B2,B29
452425395,R,2,B,B2,B29
237085960,R,5,P,P8,P81
950516240,S,2,B,B0,B19
951644024,R,5,P,P8,P84
951184512,R,2,B,B2,B25
952653869,R,4,F,F2,F22
953797687,R,7,S,S4,S41
273911300,R,2,B,B2,B29
272249136,R,4,G,G4,G41
330402867,R,4,G,G4,G48
952457354,R,5,P,P2,P20
952796316,R,4,E,E3,E32
951643375,R,1,A,A5,A56
237279074,R,5,P,P2,P20
261640148,R,7,T,T5,T50
510183384,R,5,P,P8,P81
330709428,S,5,P,P0,P11
952544535,R,11,B,B4,B43
952213995,R,7,T,T7,T70
330936366,R,3,C,C3,C35
951863913,R,5,P,P8,P82
274327126,R,5,P,P5,P52
330523537,S,5,P,P8,P82
330001690,R,5,J,J3,J30
953872442,R,1,A,A8,A80
330629427,S,2,B,B0,B11
956336024,S,5,P,P7,P70
264671099,R,7,V,V2,V26
330002313,S,7,W,W8,W80
953671557,R,6,Q,Q5,Q50
953837714,R,8,X,X9,X90
330240436,R,1,A,A6,A65
956081896,R,1,A,A3,A33
953138268,R,5,I,I7,I72
956120581,R,3,C,C4,C41
680606790,R,5,P,P4,P46
364690777,R,2,B,B3,B30
330496092,R,7,T,T3,T30
952408518,R,5,P,P7,P75
611558972,R,7,S,S2,S21
951727087,R,5,O,O5,O53
271332228,R,4,E,E3,E31
952815615,R,4,E,E3,E32
952470435,R,5,O,O2,O23
262333338,R,2,B,B2,B29
330647946,R,3,C,C3,C32
274362839,R,2,B,B2,B29
953035557,R,7,S,S3,S31
462073430,R,2,B,B2,B29
952422704,R,5,J,J2,J20
453183751,R,5,L,L5,L50
330629248,R,5,P,P4,P46
271963880,S,3,D,D3,D31
330352148,R,5,J,J2,J22
330174451,R,7,R,R6,R62
330860449,R,5,O,O2,O20
510197097,R,5,P,P8,P80
951644585,R,5,O,O4,O42
330765068,R,5,O,O5,O52
330189397,R,4,H,H9,H90
951661688,R,3,D,D2,D20
237359530,R,1,A,A6,A65
330907092,S,7,T,T0,T11
330415572,R,6,Q,Q3,Q30
237107958,R,5,P,P3,P30
330724932,R,5,P,P4,P46
953794678,R,4,G,G8,G83
330712582,R,2,B,B2,B20
953275679,R,5,P,P7,P74
274660639,R,2,B,B2,B29
237172306,R,11,B,B4,B43
953768448,R,7,T,T2,T22
460660465,R,7,S,S3,S30
270716971,R,11,B,B4,B43
330603379,R,5,J,J3,J30
330931009,R,2,B,B2,B29
330903864,R,4,H,H9,H90
951652910,R,5,J,J3,J32
952151526,R,5,O,O3,O31
800390564,S,2,B,B0,B11
330122462,R,4,F,F8,F80
204395919,S,3,C,C3,C32
953264143,R,2,B,B2,B20
900171867,R,11,B,B4,B40
330759107,S,4,E,E3,E32
262333338,R,2,B,B2,B29
770709388,S,5,I,I0,I02
330706949,R,1,A,A6,A68
453307047,R,2,B,B2,B29
330325791,R,7,R,R6,R60
951652902,R,5,P,P2,P28
330363138,R,5,O,O2,O20
952145967,S,7,T,T0,T12
542164338,R,6,Q,Q3,Q30
330072115,R,5,I,I2,I20
260457477,R,5,K,K3,K31
952040874,R,1,A,A6,A69
953497926,R,5,P,P2,P20
330492304,R,5,L,L4,L41
470897469,R,2,B,B2,B29
951816068,R,1,A,A4,A40
951661089,R,4,F,F3,F33
912150831,R,8,X,X3,X30
300507718,S,5,K,K0,K01
460552414,S,4,G,G0,G12
330522594,R,2,B,B9,B90
237252243,R,4,G,G2,G20
943227261,R,8,X,X3,X30
264443340,S,4,G,G0,G05
943117758,R,7,W,W7,W70
943178735,R,1,A,A5,A57
941156533,R,7,T,T7,T70
941196211,R,11,B,B4,B43
800794674,R,7,W,W7,W70
943228136,R,5,L,L2,L22
943088881,S,5,L,L2,L20
942655955,R,1,A,A9,A90
941156335,R,8,X,X3,X30
941156258,R,1,A,A5,A56
237394580,R,5,J,J2,J22
561938284,R,6,Q,Q5,Q50
941156610,R,11,B,B4,B43
820564961,R,1,A,A3,A30
942448381,R,4,F,F2,F21
943402610,R,5,P,P3,P30
941156533,R,7,T,T7,T70
942663216,R,1,A,A3,A31
942295723,R,5,I,I8,I80
237389436,R,4,F,F3,F30
941156530,R,5,P,P4,P40
474568396,R,2,B,B2,B20
946171319,R,5,L,L4,L41
237097680,R,3,D,D3,D33
943227260,R,5,P,P2,P28
680184712,R,5,O,O5,O50
271832830,R,7,S,S9,S99
680033257,R,7,T,T2,T20
264443340,S,4,G,G0,G05
263217538,S,5,O,O0,O11
941167421,R,2,B,B2,B21
941696494,R,1,A,A5,A56
205009512,R,1,A,A8,A82
943302410,S,3,C,C5,C50
942600147,R,1,A,A6,A61
943108690,R,2,B,B2,B20
464316933,R,5,J,J4,J40
942741597,S,5,L,L5,L50
942282759,S,7,W,W0,W03
753217508,S,6,Q,Q0,Q19
942927405,R,4,G,G8,G81
943258815,S,1,A,A6,A65
205014628,R,4,G,G2,G20
320001315,R,7,S,S2,S20
943189424,S,4,E,E8,E86
942897258,S,4,E,E3,E32
942581415,R,5,I,I8,I80
943042571,R,1,A,A2,A20
237408479,R,1,A,A6,A68
946135772,R,1,A,A6,A65
942403876,R,1,A,A3,A31
464746592,R,4,E,E6,E60
942985244,R,5,P,P4,P44
943337955,R,5,L,L2,L22
912002481,R,5,P,P7,P70
942938597,R,4,H,H9,H99
208672843,R,1,A,A9,A99
941415287,R,5,P,P8,P82
941593216,R,1,A,A6,A61
208964069,R,5,P,P3,P30
941156284,R,1,A,A6,A69
941571017,R,5,P,P2,P20
942931349,R,5,I,I8,I80
942515476,R,5,P,P3,P33
942493384,R,5,J,J3,J33
941585735,R,11,B,B4,B43
943258426,R,2,B,B9,B90
941245885,R,7,S,S8,S80
942695826,R,5,I,I2,I20
942609353,R,1,A,A6,A65
942518498,R,5,L,L2,L22
942461462,R,5,P,P8,P82
941156540,R,5,J,J3,J32
946064356,R,1,A,A2,A27
541941803,R,6,Q,Q2,Q22
940836760,R,4,G,G4,G45
941218623,R,4,F,F8,F80
680158417,S,5,K,K0,K12
943323102,R,5,L,L2,L22
946135772,R,1,A,A6,A65
943280297,R,2,B,B8,B80
943185612,R,11,B,B5,B50
263094076,R,7,S,S5,S50
943299686,R,5,I,I8,I83
946106011,R,3,C,C5,C50
943062518,R,7,W,W2,W22
232819070,R,6,Q,Q3,Q35
942400196,R,5,I,I8,I80
942986114,R,1,A,A2,A20
943261786,R,7,S,S8,S80
941415317,R,5,P,P8,P86
311625735,R,5,N,N6,N67
941219139,R,5,O,O2,O21
770155782,S,6,Q,Q7,Q70
770155782,S,6,Q,Q7,Q70
941498472,R,5,P,P2,P20
943055602,R,5,L,L4,L41
943058041,S,5,N,N3,N32
942978977,R,5,P,P8,P81
680127677,R,12,E,E2,E22
942780630,R,4,F,F8,F80
940997420,R,5,P,P2,P27
204284925,R,5,J,J4,J40
943172799,R,4,F,F3,F30
237097680,R,3,D,D3,D33
237117402,R,5,P,P8,P81
263748676,R,6,Q,Q3,Q30
943152652,R,5,L,L2,L20
943288854,R,5,L,L2,L21
940836580,R,3,D,D2,D20
941747575,R,5,P,P2,P20
943264631,R,7,W,W6,W60
680318845,S,4,E,E2,E20
941254652,S,8,X,X2,X20
680141325,R,5,I,I4,I40
680435971,R,5,L,L2,L21
941366601,R,5,J,J3,J32
942777980,R,5,P,P7,P74
941254652,S,8,X,X2,X20
680460495,R,5,N,N6,N6A
680376587,R,5,K,K3,K31
941546850,R,5,P,P7,P75
680258578,R,5,P,P3,P33
800734724,R,2,B,B2,B29
680399384,R,2,B,B9,B90
943377000,R,5,P,P4,P43
942251069,R,5,P,P8,P82
770210727,R,5,K,K3,K31
264659006,R,4,E,E7,E70
770039294,R,3,C,C3,C34
770479110,R,2,B,B9,B90
952493144,R,1,A,A6,A69
770545434,R,5,L,L4,L41
203256066,S,4,E,E0,E11
680147042,R,5,P,P7,P70
770219622,R,3,C,C3,C34
371484262,R,1,A,A2,A23
202150714,R,3,D,D4,D40
943306697,S,5,N,N3,N32
943024910,R,5,P,P3,P33
941186169,R,5,P,P4,P40
943204136,R,11,B,B4,B42
943397402,R,5,P,P8,P80
462909253,R,5,N,N5,N50
450676449,S,2,B,B0,B11
941156502,R,5,J,J3,J30
943037738,S,5,P,P0,P05
912154437,R,12,E,E2,E22
946139667,R,3,D,D2,D20
942924999,R,3,D,D3,D30
942581080,R,5,P,P8,P80
941375833,R,5,P,P6,P60
943229506,R,5,I,I2,I21
263387057,R,2,B,B8,B82
943116070,S,4,E,E0,E11
942935784,R,5,P,P7,P71
465212292,R,7,T,T3,T31
237231360,R,7,U,U4,U40
943106209,R,5,L,L8,L81
264293269,S,2,B,B0,B11
770385218,S,7,T,T0,T12
237416272,R,5,P,P2,P20
770481924,R,2,B,B9,B92
943065810,R,4,F,F2,F20
941712371,R,5,J,J2,J22
400000399,R,1,A,A6,A6E
204417327,R,4,G,G5,G54
941497000,R,5,O,O2,O23
141872081,R,4,G,G3,G30
951641425,R,5,O,O2,O23
956005796,R,1,A,A8,A82
952882724,R,11,B,B5,B50
237448586,R,5,P,P7,P74
237425754,R,5,P,P7,P75
770070742,R,7,T,T3,T31
951878858,R,4,F,F2,F22
951641968,R,7,T,T7,T70
237097910,R,5,I,I7,I72
951644031,R,5,P,P4,P46
952112634,R,5,I,I8,I80
770377491,R,2,B,B2,B29
770523426,R,7,S,S2,S20
951770027,R,5,L,L2,L22
952690539,R,5,J,J3,J30
951644031,R,5,P,P4,P46
860717486,R,1,A,A6,A63
952158727,R,4,G,G3,G30
770552159,R,2,B,B2,B29
953797404,R,3,C,C3,C34
770565400,R,2,B,B2,B29
770002949,R,3,D,D2,D20
953234551,S,2,B,B4,B40
710910704,R,1,A,A3,A30
272942180,R,6,Q,Q3,Q30
953500475,S,5,N,N3,N32
770061994,R,5,I,I8,I80
770496382,R,4,E,E3,E30
770549803,S,2,B,B0,B12
953495141,R,5,P,P4,P43
942476242,R,4,E,E3,E32
941196215,R,3,D,D2,D20
941212130,R,4,E,E5,E50
262168102,R,2,B,B9,B90
202699147,R,2,B,B2,B20
770492512,R,8,X,X3,X30
770518937,R,5,P,P3,P30
770284682,R,7,T,T3,T30
770499813,R,7,S,S2,S22
942614101,R,5,K,K3,K31
261889134,R,1,A,A6,A6B
942242823,R,5,P,P3,P33
237297770,R,6,Q,Q3,Q30
942596228,R,5,P,P8,P81
942292491,R,5,P,P8,P84
770360031,R,5,L,L2,L20
461059054,R,2,B,B9,B90
770054274,R,5,N,N3,N30
452549797,R,7,S,S2,S20
942222989,R,5,P,P2,P28
942420708,R,5,P,P4,P43
770253409,R,5,L,L2,L20
770418640,R,5,L,L5,L50
942814246,R,5,P,P4,P40
510644783,R,7,T,T5,T50
770358392,R,4,E,E8,E80
770307201,R,5,L,L2,L20
942684272,R,5,L,L4,L41
941212130,R,4,E,E5,E50
943176545,R,5,O,O5,O55
941399287,R,5,J,J3,J30
770458221,R,7,R,R2,R23
942538615,R,4,E,E8,E86
942825213,R,1,A,A2,A26
562464045,R,5,P,P2,P20
941167402,R,5,P,P3,P32
260044056,R,5,P,P4,P40
943074721,R,1,A,A6,A6E
770029972,R,5,P,P8,P82
770575153,S,2,B,B0,B11
941485533,R,5,P,P7,P75
941480548,R,5,P,P8,P81
943373788,R,7,S,S4,S43
770444349,R,1,A,A4,A40
770050319,R,5,J,J3,J33
320359189,R,12,E,E2,E21
942205588,R,5,L,L2,L22
770119210,R,5,L,L2,L20
941722448,R,5,P,P8,P82
770282660,R,7,S,S8,S80
251920931,S,5,I,I0,I03
770325111,S,5,N,N0,N11
942427398,R,5,P,P8,P81
770287771,R,2,B,B2,B25
941265213,R,2,B,B9,B90
942180243,R,5,P,P3,P30
542090590,R,5,L,L2,L20
770441284,R,5,P,P3,P33
946132553,R,7,W,W3,W30
770378030,R,5,L,L8,L80
770197933,R,5,L,L8,L80
770031679,R,4,E,E9,E92
942542813,R,1,A,A5,A54
946096394,R,1,A,A2,A25
770050078,R,2,B,B2,B21
770094213,R,3,C,C4,C40
237023900,R,1,A,A6,A6E
770370874,R,5,K,K3,K31
237093399,S,5,P,P8,P80
942862793,S,2,B,B0,B11
770095021,R,1,A,A3,A32
770393676,R,4,F,F3,F32
942155097,R,3,C,C3,C34
942421579,R,2,B,B2,B21
542090590,R,5,L,L2,L20
942155250,R,5,L,L9,L99
770365627,S,2,B,B0,B02
770412221,R,4,F,F3,F32
371509106,R,2,B,B2,B29
237062028,R,1,A,A5,A51
453266802,R,4,G,G3,G30
770186364,R,5,P,P6,P60
942376637,R,2,B,B2,B21
942739130,R,4,F,F2,F20
941422471,R,7,T,T7,T70
942600140,R,1,A,A2,A26
770269322,R,4,F,F2,F20
272795006,R,6,Q,Q3,Q33
942497618,R,5,P,P7,P74
941149702,R,12,E,E2,E22
611418745,R,4,E,E9,E92
431185310,R,5,P,P3,P32
770206356,S,5,L,L2,L20
770485136,R,2,B,B2,B20
941254638,R,5,J,J3,J32
770252545,R,7,U,U9,U99
770155566,R,5,L,L9,L99
942760764,R,4,E,E7,E70
770369318,R,1,A,A3,A32
943313535,R,2,B,B2,B28
262502847,R,5,L,L5,L50
941254638,R,5,J,J3,J32
942400572,R,7,R,R2,R20
942450442,S,4,E,E0,E11
680063054,R,4,E,E3,E30
454973222,R,2,B,B9,B99
200984601,R,5,P,P2,P20
941339635,R,11,B,B4,B43
942652801,R,5,J,J2,J20
941251675,R,7,T,T7,T70
941723809,R,5,J,J3,J30
943015363,R,5,K,K2,K25
942853669,R,5,P,P4,P43
680364021,R,5,P,P2,P20
942369308,R,5,P,P3,P30
680014506,R,5,P,P3,P30
942453452,R,5,K,K3,K36
680354961,R,7,T,T3,T31
611431375,R,5,L,L4,L41
941328867,R,5,N,N5,N52
680051242,S,2,B,B0,B12
680041644,R,4,F,F8,F80
941741896,R,4,E,E3,E30
205033629,R,7,S,S3,S30
680150696,R,5,O,O9,O99
942526630,R,5,P,P3,P33
680074807,R,4,G,G4,G41
942641147,R,5,P,P8,P82
942345807,R,5,J,J2,J20
942847212,S,2,B,B0,B11
942378459,R,5,P,P3,P33
942237862,R,5,J,J3,J32
942278033,R,4,F,F2,F20
942284940,R,4,G,G2,G20
680286382,R,4,E,E3,E30
680362022,R,2,B,B2,B29
680228734,R,3,D,D2,D20
680041170,R,5,L,L2,L20
680384782,R,5,L,L2,L22
680168638,R,1,A,A2,A20
342012430,R,4,E,E3,E30
911859251,R,5,O,O2,O20
941244390,R,5,O,O2,O23
510178620,R,4,F,F3,F30
680673821,R,5,P,P4,P40
680328717,R,5,L,L2,L22
942308748,R,4,E,E3,E30
941566728,R,5,P,P2,P28
582675876,R,5,P,P2,P20
680474109,S,4,E,E0,E11
942342146,S,2,B,B8,B80
510197006,R,3,C,C3,C34
941265049,R,5,P,P2,P27
942837785,R,5,L,L2,L21
464989215,R,7,T,T2,T21
680171266,R,5,P,P8,P82
953214230,R,10,Z,Z9,Z99
680369720,R,7,S,S2,S20
680375462,R,4,F,F6,F60
941579901,R,5,O,O2,O23
942537375,R,6,Q,Q3,Q33
770393321,R,7,T,T9,T99
942691184,R,6,Q,Q3,Q30
942737388,R,5,K,K4,K40
770315220,R,5,P,P3,P31
942587016,R,2,B,B9,B99
946102833,R,5,L,L4,L41
770362744,R,2,B,B8,B80
770492209,S,2,B,B4,B43
680025437,R,5,P,P3,P33
680483054,R,7,T,T3,T31
770079748,R,5,L,L4,L41
941494446,R,4,E,E6,E60
770438308,S,2,B,B0,B11
942917251,R,12,E,E2,E21
680386402,R,4,E,E9,E90
770465378,R,4,E,E3,E32
941592676,R,5,L,L2,L20
770134634,S,2,B,B0,B11
912138133,R,2,B,B2,B20
770105876,R,7,R,R2,R28
941701352,R,5,P,P2,P20
941676464,R,5,J,J3,J33
770337714,R,5,P,P3,P30
942525145,R,4,E,E3,E32
770343646,R,2,B,B2,B20
931023051,R,7,T,T3,T31
941415069,R,12,E,E2,E22
770570969,R,2,B,B2,B29
941415069,R,12,E,E2,E22
260895668,R,4,E,E3,E32
770071036,R,5,O,O5,O50
770120376,R,5,L,L2,L20
912107858,R,1,A,A3,A32
770037450,R,4,F,F8,F80
611559832,R,2,B,B2,B24
956064971,R,12,E,E2,E22
951942930,R,1,A,A5,A54
953681521,R,5,L,L2,L20
680468290,R,2,B,B2,B29
941567162,R,5,O,O4,O42
952266987,R,5,P,P8,P82
